stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
0210MET,Metro,-1.217658,36.898562, ,
0210MF,FM,-1.269285679,36.84042513,,
0210MGC,Muthaiga Golf Club Stage,-1.25818,36.84283, ,
0210MNG,Mang'u,-1.075546,37.046508, ,
0210MRM,Mirema,-1.213255,36.893031, ,
0210MTG,Muthaiga,-1.259936,36.844346, ,
0210MTO,Kwa Mto,-1.191743,36.898272, ,
0210NAS,Naivas,-1.218634,36.895833, ,
0210NGR,Ngara/Fig Tree,-1.274634004,36.8244338, ,
0210NIS,Naivas,-1.247174,36.873228, ,
0210NTR,Nakumatt Ridgeways,-1.22544,36.839, ,
0210NUR,Guru Nanak,-1.269232035,36.83247507,,
0210NVS,Naivas,-1.247205734,36.87299252, ,
0210PAS,Safari Park,-1.225807071,36.88544065,,
0210PMH,Pumwani Hos,-1.279972,36.84621, ,
0210PMS,Pumwani Stage,-1.284349,36.84316, ,
0210PNG,Pangani,-1.266179,36.835124, ,
0210PPS,Police Post,-1.219433,36.903631, ,
0210PRS,Prison,-1.151878,36.928673, ,
0210RAT,Roasters,-1.235586405,36.87254459,,
0210RNA,Kasarini,-1.201554537,36.83432043,,
0210RND,Terminal Tusker,-1.262301,36.879, ,
0210RSB,Roysambu,-1.220318,36.891129, ,
0210RYS,Roysambu,-1.218168,36.891142, ,
0210SEW,Sewage,-1.098769,37.02444, ,
0210SKA,Samaki,-1.246261597,36.8779707,,
0210SMB,Supermambo,-1.27024,36.8327, ,
0210SMW,Kwa Mlima,-1.233817,36.930214, ,
0210SRK,Tusker,-1.285486221,36.82861805,,
0210STD,Stadium,-1.221149,36.890238, ,
0210SUN,Sunton,-1.228867,36.919778, ,
0210SUR,Utalii,-1.256648,36.855305, ,
0210TEE,Eastleigh Terminal,-1.272230744,36.84896529,,
0210TER,St. Teresa,-1.266587377,36.84762955,,
0210TGA,Ting'ang'a,-1.128432,36.811953, ,
0210TRT,Torrents,-1.160577,36.944155, ,
0210TYE,Equity,-1.218060851,36.90011233,,
0210UUG,Kihunguro,-1.156139374,36.96015358,,
0210UYU,Muyuyu,-1.271511912,36.84886873,,
0210WPE,Dawa phamaceuticals,-1.247034073,36.87503099,,
0210WTD,Westlands Terminal,-1.261816,36.803729, ,
0210WTH,Witeithie,-1.067962,37.05124, ,
0211ALS,Allsops,-1.244064,36.867212, ,
0211AVA,Naivas,-1.247184277,36.87257409,,
0211BAS,Base,-1.203041,36.896759, ,
0211BYP,By Pass,-1.164406,36.956953, ,
0211CAR,Car Wash/Kwa Soko,-1.199799,36.900485, ,
0211CAT,Babandogo Catho,-1.244459152,36.88488007, ,
0211CID,Cid,-1.2503,36.84658, ,
0211DBR,Ndumberi,-1.15155,36.805526, ,
0211DRN,Drive In,-1.24788,36.864343, ,
0211DRV,Drive In,-1.248428822,36.86317563, ,
0211FLY,Ruiru Fly Over,-1.149239,36.961993, ,
0211GIT,Gihurai,-1.203038,36.917428, ,
0211GNK,Guru Nanak,-1.268919,36.83285, ,
0211GRF,Graffins College,-1.265996,36.805414, ,
0211HIP,High Point,-1.094897,37.028827, ,
0211HNT,Hunters,-1.227542,36.917967, ,
0211IVO,Jua kali,-1.247591972,36.90837622,,
0211JAC,Jacaranda,-1.190279,36.896829, ,
0211JKT,Jkuat Main Gate Stage,-1.105189,37.017042, ,
0211JUJ,Juja Stage,-1.106865,37.015152, ,
0211KAH,Kahawa,-1.198452,36.92146, ,
0211KCA,KCA,-1.252175,36.859441, ,
0211KDO,Kwa DO,-1.17441,36.83343, ,
0211KIH,Kihunguro,-1.16361,36.957286,,
0211KMJ,19/60 Stage,-1.285344,36.832273, ,
0211KNJ,Koja,-1.281538,36.822435, ,
0211KPO,Kiambuu Posta,-1.1669,36.825087, ,
0211KRD,Kenyata Road Stage,-1.12417,37.003518, ,
0211KRE,Kware,-1.189211,36.930236, ,
0211KRM,Karambe,-1.266877055,36.84573054,,
0211KST,Kist,-1.18468,36.83867, ,
0211KWD,Kwa Dogi,-1.156977,36.932324, ,
0211MBL,Membley,-1.156242,36.925771, ,
0211MBS,Muthaiga,-1.25919,36.84238, ,
0211MNG,Mang'U,-1.07488,37.046347, ,
0211MTG,Muthaiga,-1.259818,36.843621, ,
0211NAS,Naivas,-1.218629,36.895807, ,
0211NGR,Ngara/ fig tree,-1.274601,36.824122, ,
0211NNO,Ngorofani,-1.22604847,36.91603392,,
0211NOR,Ngorofani,-1.225318909,36.91504419,,
0211NYS,Nys Stage/ Utalii,-1.256155,36.855219, ,
0211PIO,KIE/Pioneer/Desai,-1.271651387,36.82829618, ,
0211POA,Alssops,-1.244544983,36.86672688,,
0211PRS,Prison,-1.15188,36.929416, ,
0211RNE,Evergreen,-1.209290028,36.83332801,,
0211RSA,Kasarini,-1.201608181,36.83420777,,
0211RSB,Roysambu,-1.219841,36.890909, ,
0211RUI,Ruiru,-1.147707,36.959362, ,
0211RYS,Roysambu,-1.217999,36.891035, ,
0211SAA,Safari Park,-1.225705147,36.88450456,,
0211SEW,Sewage Stage,-1.098506,37.024274, ,
0211SHP,Shark'S Palace,-1.2406,36.84422, ,
0211SSN,Seasons,-1.218672,36.902619, ,
0211STD,Stadium,-1.221649647,36.88936472, ,
0211STM,Stimmer Corner,-1.223906,36.908177, ,
0211SUN,Sunton,-1.22906,36.920145, ,
0211TGA,Ting'ang'a,-1.128688,36.811402, ,
0211TND,Thindigwa,-1.2003,36.83501, ,
0211TRT,Torrents,-1.160659,36.943904, ,
0211USM,Museum,-1.272559404,36.81514263,,
0211WTH,Waitethie,-1.068262,37.050516, ,
0211XLE,lex,-1.24724865,36.87138319,,
0211YMY,Muyuyu,-1.271511912,36.84884727,,
0212APT,Terminal,-1.245364,36.867826, ,0013ALS
0212BBT,Odeon Terminal,-1.282984,36.824313, ,
0212BST,Bus Station,-1.286861,36.830393, ,0019KAK
0212DDT,Terminal Otc,-1.284877,36.831024, ,0010OTC
0212GBT,Gikomba,-1.284134,36.840596, ,
0212GHT,Main Stage,-1.285212,36.828894, ,0011TUS
0212GRD,Githunguri Terminal,-1.285092,36.831509, ,0010OTC
0212GTP,Githurai,-1.205374,36.918576, ,
0212HRT,Terminal Tusker,-1.285912,36.827456, ,
0212KJT,Koja,-1.281766,36.82276, ,0002KOJ
0212KRT,Terminal Otc,-1.284054,36.831179, ,
0212KUS,Main Stage,-1.28264308,36.8244338, ,
0212LUT,25A Terminal,-1.282685995,36.82453573, ,
0212NBT,Nation Building Terminal/Old NAtion Hse,-1.281633,36.822361, ,0002KOJ
0212NGB,Ngara Bus Terminals,-1.274465,36.823897, ,0003NGR
0212NGS,Bus Station,-1.287057996,36.82931006, ,0006BSS
0212ODP,Odeon,-1.282592,36.825166, ,0004ODN
0212PPS,Main Stage,-1.282906,36.824873, ,0004ODN
0212RNT,Terminal Tusker,-1.285521,36.828269, ,0011TUS
0212RSY,Roysambu Terminus,-1.217073,36.896534, ,
0212RUS,Main Stage,-1.207161,36.785845,,
0212SNT,Odeon Terminals,-1.282729,36.824669, ,0004ODN
0212TKT,Townterminal,-1.284149,36.827805, ,
0213BDT,Baba Ndogo Terminal,-1.244217,36.887409, ,
0213DRD,Ndumberi,-1.151558,36.805577, ,
0213GGD,Githunguri Terminal,-1.056368,36.77893, ,
0213GHD,Gihurai,-1.204341,36.916884, ,
0213KHO,Kiambu Hospital,-1.17037,36.830528, ,
0213KHW,Main Stage,-1.183832,36.902287, ,
0213LUD,Lucky Summer Terminal,-1.239762,36.897502, ,
0213MAT,Mathare North Terminal,-1.252119,36.867298, ,
0213MKU,KU,-1.181746,36.937403, ,
0213MRY,Ruiru,-1.147565,36.959228, ,
0213NGB,Ngumba Terminal,-1.233753,36.884501, ,
0213PGG,Proggie,-1.209074,36.928213, ,
0213RNS,Rounder,-1.262199,36.879016, ,
0213STG,Mwiki,-1.233935,36.930523, ,
0213TKD,Thika Town,-1.035427,37.076427, ,
0213TMA,Kiambu Bus Terminus,-1.16812,36.82668, ,
0213WTD,Westlands Terminal,-1.262242,36.803652, ,
0213ZMD,Main Stage,-1.200096,36.900158, ,
0300BAS,Base/ moi forces sec,-1.262131,36.86737, ,
0300BPS,Bp Filling Statioon/ Dandora INN,-1.254669,36.894599, ,
0300DSC,Dadora Sec,-1.251044,36.898828, ,
0300EQT,Equity,-1.278382,36.830223, ,
0300FTY,Stage 41,-1.249049,36.90123, ,
0300GER,Gertrudes,-1.26675,36.911144, ,
0300GHT,Gate 8,-1.26878,36.912987, ,
0300GKM,Gikomba,-1.284086,36.840838, ,
0300JAS,Junction Auto Spares,-1.260655,36.874143, ,
0300KAR,Kariokor Dc,-1.277703,36.834997, ,
0300KRE,Kariokor Estate,-1.278406,36.835811, ,
0300KRG,Kariobangi Terminal,-1.2554,36.878468, ,
0300MLG,Mlango Kubwa,-1.267455,36.843647, ,
0300MSB,Maili Saba,-1.254447,36.911404, ,
0300MUT,Mutarakwa Road,-1.26148,36.886445, ,
0300NGE,New Ngara Estate,-1.27975,36.831313, ,
0300OLE,Ole Suyean Guest Hs,-1.257796,36.911965, ,
0300PST,Posta,-1.276744,36.827354, ,
0300R0D,Rounder,-1.264304,36.908472, ,
0300RND,Raunda,-1.262478,36.878913, ,
0300ZWN,Ziwani,-1.279611,36.837176, ,
0301ACC,Aic Church,-1.256619,36.89799, ,
0301AIC,Aic Church,-1.25663,36.897972, ,
0301AIZ,Aic Ziwani,-1.2796,36.837297, ,
0301ALB,Albadr/ Jay community,-1.266168,36.849023, ,
0301BAS,Base/moi forces sec,-1.261639,36.871653, ,
0301BHS,BH,-1.26582,36.857434, ,
0301FLT,Flats,-1.261727,36.872396, ,
0301JUN,Junction-Komarock Road N Kangundo,-1.259587,36.912356, ,
0301KAR,Kariokor,-1.279447,36.833176, ,
0301KDC,Kwa Dc/Id,-1.277806,36.835454, ,
0301KMB,Karambe,-1.266832,36.84544, ,
0301MAP,Mathare Worship/OiLibya,-1.265889,36.85133, ,
0301MBP,FM/Mamba Petro Station,-1.268941,36.841927, ,
0301MLG,Mlango,-1.267348,36.843678, ,
0301MSB,Maili Saba,-1.254436,36.911444, ,
0301MTS,Mother Teresa Road,-1.257648,36.874272, ,
0301NGE,New Ngara Estate,-1.27906,36.830823, ,
0301PST,Posta,-1.276317,36.826705, ,
0301RDR,Rounder,-1.26236,36.87915, ,
0301ROD,Rounda,-1.264301,36.908252, ,
0301SNT,St Teresa,-1.266468,36.847688, ,
0301TOT,Total,-1.277857,36.829923, ,
0302RND,Rounder,-1.262545,36.879094, ,
0303GKM,Gikomba,-1.284125,36.840499, ,
0303KND,Kanisani,-1.26901,36.91362, ,
0303KRG,Kariobangi Terminal,-1.255571,36.878086, ,
0303KST,Kariobangi Terminal,-1.255291,36.878737, ,
0303PGT,Pangani Terminal,-1.265068,36.838571, ,
0310AAA,Garrissa Road,-1.271624565,36.84863806,,
0310ACC,AIC,-1.256659,36.897995, ,
0310BAO,Kwa Mbao,-1.261877,36.883988, ,
0310CHF,Kwa Chief,-1.262392,36.866339, ,
0310DUN,Dunia,-1.255699,36.893, ,
0310EAS,St Teresa,-1.266946793,36.84775829,,
0310ENA,jestan,-1.24669075,36.90515757,,
0310EQT,Equity,-1.252438,36.897528, ,
0310FLT,Flats,-1.261717,36.868798, ,
0310FRC,Moi Airforces Stage,-1.265835,36.858775, ,
0310GTR,Gate 3 A,-1.266197,36.910637, ,
0310JAY,Jay Community,-1.266217232,36.84930325, ,
0310JNH,John saga,-1.262354851,36.87657595,,
0310JST,Johnsaga,-1.262003,36.873888, ,
0310JUN,Junction,-1.259552,36.912367, ,
0310MBO,Kwa Mbao,-1.254916,36.909958, ,
0310MPP,Mowlem Police Post,-1.25667,36.905902, ,
0310MSB,Maili Saba D,-1.254506,36.910782, ,
0310OGP,Ogopa Stage,-1.256158,36.90881, ,
0310OSO,soko,-1.262397766,36.88174725,,
0310PGG,Pangani Girls,-1.270169,36.837382, ,
0310PGP,Pangani Post,-1.27026,36.835553, ,
0310PSE,Phase 4 Stage,-1.266817,36.906195, ,
0310RIS,Wamwaris,-1.261084,36.888065, ,
0310SEN,Senior,-1.260172,36.890758, ,
0310SKA,Saika,-1.256804,36.907785, ,
0310SNT,St.Teresa,-1.266517639,36.84722185, ,
0310STP,Posta,-1.245532036,36.90676689,,
0310TEN,Number 10,-1.263947,36.861146, ,
0310TON,Tononoka,-1.257512,36.90233, ,
0310TOT,Total,-1.258177,36.893397, ,
0310UYU,Muyuyu,-1.271332562,36.85035467,,
0311AGP,Agip/Olympic,-1.263902,36.860826, ,
0311BAO,Kwa Mbao,-1.261797,36.88445, ,
0311BET,Bethany,-1.250111,36.905767, ,
0311CHF,Kwa Chief,-1.261979,36.86722, ,
0311CIN,41 Stage,-1.252140999,36.90281868, ,
0311DIZ,Kwa Mandazi,-1.254192,36.90031, ,
0311ESL,Shule,-1.268368363,36.99223816,,
0311FTY,Cinema,-1.250724792,36.90487862, ,
0311JER,joy villa,-1.24612,36.908321, ,
0311JOD,Joada/ Ogopa,-1.256726,36.907904, ,
0311JSG,Johnsaga,-1.26196,36.874043, ,
0311JUA,Jua cali/ wamilebe,-1.246175766,36.90839767, ,
0311KAR,Kariokor,-1.278042,36.833852, ,
0311NNE,Marigo Nne/Kwa Mandazi,-1.254787,36.899631, ,
0311OTG,Gate Ndogo,-1.25900209,36.91234052,,
0311PGG,Pangani Girls/ Chai Road,-1.26989,36.838241, ,
0311PGP,Pangani Police Post,-1.270257,36.835758, ,
0311PSE,Phase 4,-1.266779,36.906209, ,
0311RIS,Wamwaris,-1.261081,36.887801, ,
0311SEN,Senior/new jerusalem,-1.260132,36.890638, ,
0311SKA,Saika,-1.258541,36.912205, ,
0311SOK,Soko,-1.262113,36.881741, ,
0311TEN,Number 10,-1.262975,36.863945, ,
0311THY,Thayo,-1.26234,36.865956, ,
0311TON,Tononoka,-1.257539,36.90247, ,
0311TOT,Total,-1.258169,36.893431, ,
0312BSK,Bus Station Terminal,-1.28641,36.829723, ,
0312EST,Eastleigh Terminal,-1.27222538,36.85059071, ,
0312GKM,Gikomba Market Terminals,-1.284126,36.840649, ,
0312NGR,Ngara,-1.275796,36.824732, ,
0312SOK,Soko,-1.262052,36.881838, ,
0313DDS,Dandora Terminal,-1.245059,36.90846, ,
0313EST,Eastleigh Terminal,-1.27225,36.848948, ,
0313JST,Johnsaga,-1.262041,36.874019, ,
0313RND,Rounder Terminal,-1.262389,36.878748, ,
04001LV,First Love,-1.28248,36.89671, ,
0400AP1,Avenue Park 1,-1.313665,36.893571, ,
0400AP2,Avenue Park 2,-1.311383,36.892134, ,
0400BDC,Dc Bahati Office,-1.291113,36.857319, ,
0400BEC,Bee Centre,-1.28335,36.90286, ,
0400BER,Bee Centre/Roundabt,-1.28305,36.90249, ,
0400BFA,Bifa,-1.29074,36.88251, ,
0400BFR,Biafra,-1.286574,36.851751, ,
0400BHC,Bahati Clinic,-1.290332,36.858991, ,
0400BKB,Kiambiu,-1.278592,36.872755, ,
0400BNB,Kobil,-1.277933121,36.87479496, ,
0400BPS,Buru roundabout,-1.277418137,36.87749863, ,
0400BRB,Neighbours,-1.277589798,36.87616825, ,
0400BSA,Busia,-1.310852,36.848077, ,
0400CBN,Cabanas,-1.330018,36.890475, ,
0400CHK,Chokaa,-1.25085,36.952872, ,
0400CLT,Caltex,-1.30213,36.88775, ,
0400CLX,Caltex,-1.27863,36.882912, ,
0400CMT,Chemist,-1.319159,36.896993, ,
0400CNK,Centy Club,-1.233871,36.990191, ,
0400CNT,Connection,-1.321225,36.89818, ,
0400CRN,Crown,-1.314108,36.852687, ,
0400CRS,Crescent,-1.306163,36.88208, ,
0400CST,Cathsam,-1.28459,36.89394, ,
0400CSV,Mahutini/Southend,-1.269526,36.882858, ,
0400CTB,Country Bus,-1.28666,36.835242, ,
0400CTE,Caltex,-1.27838,36.88269, ,
0400CWN,Crown,-1.307335,36.856425, ,
0400DNB,Doni Beach,-1.304934,36.883006, ,
0400DNE,Dune,-1.269948,36.994619, ,
0400DSP,Dayspring,-1.263539,36.887485, ,
0400EPA,Epren Academy,-1.29582,36.89553, ,
0400EST,East Capital,-1.275294,36.891604, ,
0400EXP,Express,-1.314765,36.85437, ,
0400FDA,Fedha,-1.314552,36.894116, ,
0400FDE,Fedha Estate,-1.313642,36.895661, ,
0400FDS,Friends Centre,-1.29346,36.864653, ,
0400FNN,Friends Inn,-1.265346,36.886123, ,
0400FSX,56,-1.264858,36.886968, ,
0400GMT,Gm Town,-1.328512,36.87017, ,
0400GNS,Green Span,-1.28596,36.90416, ,
0400GPM,N,-1.28579,36.88763, ,
0400GRS,Grand Supermaket,-1.28366,36.89416, ,
0400HCC,Hillocks Country Club,-1.319164,36.865314, ,
0400HDH,Hodihodi,-1.29309,36.866034, ,
0400HMN,Harmony/pioneer,-1.265797,36.879828, ,
0400HNB,Hornbill,-1.27876,36.888656, ,
0400HRB,Harambee,-1.283695,36.873042, ,
0400HRS,Harambee Sacco,-1.292715,36.89918, ,
0400IND,Industrial Area,-1.30012,36.83574, ,
0400JMC,M,-1.28508,36.88744, ,
0400JNC,Junction,-1.26347,36.92213, ,
0400JNT,Junction,-1.2785,36.88914, ,
0400JNV,Jana Villa,-1.289892,36.852357, ,
0400JSC,Jerusalem Shopping Centre,-1.2861,36.867097, ,
0400JSK,Jeska,-1.28781,36.89167, ,
0400KAG,Kag Bahati,-1.288915,36.862257, ,
0400KBE,Kobe,-1.227264,36.990311, ,
0400KBL,Kobil,-1.328278,36.892562, ,
0400KCB,KCB,-1.259294,36.878909, ,
0400KCU,Cooperative Umoja,-1.28468,36.88505, ,
0400KDO,Kwa Do,-1.274628,36.910548, ,
0400KMJ,Koma Junction,-1.265559,36.904639, ,
0400KMK,Kamakis,-1.171282,36.972865, ,
0400KNA,Kirwa,-1.28783,36.89109, ,
0400KNP,Kenpoly,-1.304277,36.883407, ,
0400KNS,Kanisani,-1.269092,36.913476, ,
0400KOI,Kioi,-1.2792,36.91541, ,
0400KON,Kona,-1.26865,36.92063, ,
0400KOT,Kotini,-1.29508,36.862289, ,
0400KPS,Kayole Police,-1.26433,36.92351, ,
0400KRT,Kartasi,-1.315107,36.860227, ,
0400KRY,Kwa Roy,-1.168246,36.967919, ,
0400KSD,Kisumu Ndogo,-1.299397,36.890125, ,
0400KSP,Kariobangi South Primary School,-1.26761,36.88542, ,
0400KTN,Kitindo,-1.326522,36.895331, ,
0400KWA,Kwal,-1.306381,36.841321, ,
0400KWC,Kwa Chief,-1.28017,36.89628, ,
0400KWR,Kware/Stage Mpya,-1.307618,36.889935, ,
0400KYB,Kayaba,-1.311827,36.850083, ,
0400KYJ,Kayole Junction,-1.257457,36.922733, ,
0400LKN,Likoni,-1.296405,36.855267, ,
0400LMS,Lumumba Shops,-1.292329,36.869708, ,
0400MCW,Manyanja Road Car Wash,-1.28986,36.89401, ,
0400MKG,Makongeni,-1.294254,36.851282, ,
0400MLH,Mama Lucy Hospital,-1.273022,36.897279, ,
0400MRA,Maria,-1.27431,36.91784, ,
0400MRS,Mara Savanna,-1.298668,36.892513, ,
0400MSB,Sosian ,-1.27818,36.90797, ,
0400MTK,Mitikenda,-1.180882,36.987895, ,
0400MTP,Metropolitan Hospital,-1.287683,36.874441, ,
0400MTW,Mutindwa,-1.28617,36.88093, ,
0400MYC,Myca,-1.260856,36.909709, ,
0400MYK,Total,-1.266875,36.880084, ,
0400MZW,Maziwa,-1.293841,36.849383, ,
0400N10,Number 10,-1.293139,36.867177, ,
0400NCC,Nacico,-1.28892,36.8398, ,
0400NPC,Npc Buruburu,-1.29399,36.88053, ,
0400NYD,Nyando,-1.27736,36.91589, ,
0400NYV,Nyama Villa,-1.2762,36.90886, ,
0400ONA,Kona,-1.308037,36.868145, ,
0400ONT,Onyatta,-1.24272,36.989463, ,
0400OOJ,C,-1.2778,36.8925, ,
0400PCK,Peacock,-1.27814,36.89111, ,
0400PES,Pioneer Estate,-1.271602,36.880644, ,
0400PFS,Phase 4 Stage,-1.28923,36.88201, ,
0400PH5,Phase 5,-1.29205,36.90041, ,
0400PIO,Pioneer Estate,-1.267833,36.880376, ,
0400PMR,Prime Rose,-1.27635,36.91676, ,
0400POS,Post/Mihang'o,-1.26531,36.92328, ,
0400PPL,Pipeline,-1.317316,36.89582, ,
0400PS1,Maringo Phase1,-1.293352,36.862728, ,
0400PSG,Raphaels,-1.272407,36.877518, ,
0400PSM,Buru 1 primary school,-1.274204,36.877514, ,
0400PST,Post,-1.28105,36.91374, ,
0400PTC,Patco,-1.308593,36.864654, ,
0400QTY,Equity,-1.309123,36.845319, ,
0400RAU,Rounda,-1.26264,36.87907, ,
0400RCK,Rocks,-1.27296,36.9111, ,
0400RDA,Rounda/Taj,-1.322794,36.899198, ,
0400RND,Rounda,-1.264403,36.908316, ,
0400ROA,Road A,-1.317972,36.862809, ,
0400RPY,Raiply,-1.307445,36.873329, ,
0400RST,Raster,-1.27537,36.91743, ,
0400S3B,Sector 3B,-1.265207,36.90773, ,
0400SBA,Sabasaba,-1.27306,36.91822, ,
0400SIX,36 Stage,-1.262572,36.886991, ,
0400SKJ,Saika Junction,-1.259639,36.912423, ,
0400SNC,Suncity,-1.285452,36.85161, ,
0400SNG,Sango,-1.28653,36.89445, ,
0400SOS,Sosian Estate,-1.28138,36.90543, ,
0400SP1,Step 1,-1.26518,36.91656, ,
0400SPE,Super Highway,-1.165114,36.958521, ,
0400STG,Stage Mpya,-1.312481,36.892883, ,
0400STL,Stella,-1.289596,36.885163, ,
0400SVN,Savanna,-1.29775,36.89367, ,
0400SWT,Soweto,-1.28144,36.91476, ,
0400TJR,Total Jogoo Road,-1.298008,36.869484, ,
0400TMI,Tumaini/Tasia,-1.309504,36.890988, ,
0400TMN,Tumaini,-1.29728,36.89428, ,
0400TMW,Outer Mwisho,-1.271725,36.879305, ,
0400TPK,Tetrapark,-1.313898,36.856632, ,
0400TRN,Transami,-1.325403,36.897198, ,
0400TSA,Tassia,-1.310417,36.891554, ,
0400TSH,Tushauriane,-1.26644,36.9161, ,
0400TSK,Tuskys,-1.290194,36.901926, ,
0400TSX,Junction 30 Stage,-1.261387,36.886382, ,
0400TTL,Outer mwisho,-1.270318,36.880947, ,
0400TTP,Total Petrol Station,-1.269566,36.880842, ,
0400TUY,Tuskys,-1.307043,36.876106, ,
0400UCB,Uchumi Buruburu,-1.28808,36.88157, ,
0400UFD,Uhuru Fields,-1.285159,36.868103, ,
0400UJJ,Umoja Junction,-1.27602,36.88728, ,
0400UJN,Uhuru Junction,-1.281935,36.871553, ,
0400UJR,Uchumi Jogoo Road,-1.29618,36.86031, ,
0400UM1,Umoja 1/Jasho Stage,-1.28418,36.88724, ,
0400UM2,Umoja 2,-1.27932,36.89808, ,
0400UMD,Umoja Dispensary,-1.28263,36.88686, ,
0400UMJ,Cherina,-1.278104782,36.8838501, ,
0400UMM,Umoja Market/ Cooperative umoja/ jasho stage,-1.28371,36.88712, ,
0400UMP,Umoja PCEA,-1.280541,36.886606, ,
0400USS,Uhuru Secondary School,-1.283791,36.869433, ,
0400VPK,View Park,-1.26695,36.906144, ,
0400VSP,Visa Place,-1.27804,36.89521, ,
0400WKM,Welkim,-1.266918,36.989741, ,
0401BDG,Bridge,-1.27171,36.88135, ,
0401BEC,Bee Centre,-1.28332,36.90282, ,
0401BEN,Nasra Estate,-1.280808449,36.9014883, ,
0401BFR,Biafra,-1.286501,36.851676, ,
0401BMP,Bumps,-1.26989,36.90834, ,
0401BPF,Buruburu Phase 5 Favourites,-1.29403,36.87993, ,
0401BPH,Buruburu Phase One,-1.272791,36.877474, ,
0401BPR,Neighbours Buruburu Phase 1,-1.275433302,36.87747717, ,
0401BPS,Bahati Primary School Kag Bahati,-1.288722,36.86233, ,
0401BRG,Buru Buru Girls,-1.286377,36.874051, ,
0401BSA,Busia,-1.310628,36.848034, ,
0401BSR,Kayole Hispital/Biason Road,-1.270174,36.919794, ,
0401CEX,Chloride Exide,-1.321591,36.86859, ,
0401CHK,Chokaa,-1.250724,36.952748, ,
0401CLT,Caltex/Total,-1.300826,36.887514, ,
0401CLV,Calvary,-1.2646,36.91685, ,
0401CLX,Caltex,-1.278705597,36.88264847, ,
0401CMT,Chemist,-1.319271326,36.89712167, ,
0401CNK,Centy Club,-1.233479,36.990048, ,
0401CRS,Crescent,-1.306213,36.881607, ,
0401CVS,Mahutini/Southend,-1.269417,36.881248, ,
0401CVT,Total Outering road,-1.269612,36.880758, ,
0401CWS,Carwash,-1.30915,36.901952, ,
0401DAR,Daresalam,-1.304213,36.839302, ,
0401DNE,Dune,-1.270022,36.994872, ,
0401DSL,Diesel,-1.270568,36.919652, ,
0401EPA,Epren Academy,-1.29547,36.89568, ,
0401EQY,KCB,-1.259758472,36.87891483, ,
0401FDA,Stage mpya,-1.314153671,36.89380646, ,
0401FDE,Fedha Estate,-1.313459,36.895747, ,
0401FDJ,Fedha Junction,-1.314264,36.894384, ,
0401FDS,Friends Centre,-1.293403,36.864591, ,
0401FLC,Falcon,-1.322638,36.86984, ,
0401FNN,Friends Inn,-1.265392,36.885949, ,
0401GEE,G,-1.27982,36.88711, ,
0401GKC,Goa Kayole Church,-1.271173954,36.9192338, ,
0401GNF,Green Field,-1.29451,36.89626, ,
0401GSE,Green Span Estate,-1.28612,36.90417, ,
0401HDH,Hodihodi,-1.293019,36.866085, ,
0401HHH,H,-1.278996,36.887937, ,
0401HMB,Homabay,-1.307088,36.842819, ,
0401HMN,mayaka,-1.266028,36.879881, ,
0401HRB,Harambee,-1.285141,36.873807, ,
0401HRS,Harambee Sacco,-1.29262,36.89927, ,
0401HUJ,Uhuru primary,-1.28188,36.871372, ,
0401IFA,Infill A,-1.27138,36.90951, ,
0401IFB,Infill B,-1.26579,36.90711, ,
0401IND,Industrial Area,-1.30013,36.83601, ,
0401JCN,Jacaranda,-1.28752,36.90462, ,
0401JNB,market/metro,-1.291065216,36.87329292, ,
0401JNT,Corner Junction,-1.27847,36.8892, ,
0401JUC,Junction,-1.292078,36.868654, ,
0401JUN,Junction,-1.27971,36.91058, ,
0401KBE,Kobe,-1.226859,36.990212, ,
0401KBU,Uhuru Junction,-1.280591,36.871026, ,
0401KCB,Rounda,-1.262676716,36.87906504, ,
0401KCF,Kwa Chief,-1.28018,36.89622, ,
0401KCT,Kiambiu,-1.27887,36.872215, ,
0401KDO,Kwa D.O,-1.27465,36.91046, ,
0401KIE,Kie,-1.306108,36.85636, ,
0401KMJ,Koma Junction,-1.265353,36.904544, ,
0401KMK,Kamakis,-1.171119,36.972287, ,
0401KNB,Mesora,-1.28293,36.87995, ,
0401KNL,Kenol Petrol Station,-1.284054,36.880382, ,
0401KNM,Kona Mbaya,-1.26323,36.92144, ,
0401KNS,Kanisani,-1.26892,36.91361, ,
0401KOB,K South primary,-1.267632,36.885368, ,
0401KOJ,Koma Junction,-1.26546,36.904551, ,
0401KON,Kona,-1.268573,36.920489, ,
0401KOT,Kotini,-1.296118,36.86203, ,
0401KPL,Kampala,-1.311243,36.849444, ,
0401KRY,Kwa Roy,-1.168359,36.967716, ,
0401KSD,Kisumu Ndogo,-1.29924,36.89012, ,
0401KSN,Equity,-1.258342266,36.87887192, ,
0401KSR,mama lucy,-1.278963089,36.89904213, ,
0401KST,Kimathi/Section 3 Junction,-1.28848,36.863025, ,
0401KTN,Kitindo,-1.326587,36.895879, ,
0401KWR,Kware,-1.307549,36.889996, ,
0401KYJ,Kayole Junction,-1.255456209,36.92905068, ,
0401LHS,Jericho Hosptial,-1.291841,36.87144, ,
0401LUM,Lumumba madukani,-1.29342556,36.86805725, ,
0401MAM,Mamba,-1.309228,36.859428, ,
0401MBA,Masimba,-1.27812,36.90812, ,
0401MBC,Mbuyu Court,-1.2633,36.91375, ,
